customer_unique_id,frequency,monetary,recency
27bbb,1,213.0,133
02b63,1,164.89,12
03f4c,2,239.89000000000001,55
dc5f3,1,79.8,33
e3a2a,1,76.2,114
db887,1,210.0,37
7864d,1,189.99,142
c4f31,2,217.9,260
dcf60,1,69.9,153
afb55,1,69.0,447
2de17,1,23.9,574
6d927,1,29.99,415
3db88,1,58.99,266
c3e5e,1,39.0,190
ac6d6,1,29.9,198
fde4d,1,65.9,35
7e365,1,58.99,337
72e43,1,69.9,176
3c2b5,1,38.9,392
f6636,1,185.81,340
1fefc,1,89.0,246
9aa29,1,676.97,25
54b18,1,75.9,387
d598c,1,62.99,9
0a16e,1,399.0,475
b6f9f,1,34.9,320
1d471,1,149.97,141
23c58,1,34.0,373
2112d,1,82.0,191
50e8e,1,765.0,576
dccb7,1,46.0,207
1fe3a,1,179.49,319
5fae1,1,210.0,74
35408,1,93.5,436
21855,1,79.99,432
64696,1,46.75,105
bdb03,1,47.49,204
8f586,1,39.9,125
91d2d,1,298.9,92
112eb,1,96.9,174
fd224,1,119.85,85
ad3f0,1,48.0,365
e234d,1,169.99,386
0e8ea,1,99.9,271
9bf43,1,144.9,212
36954,1,274.0,107
10fc5,1,150.0,18
18c68,1,169.99,314
f6fb0,1,126.8,31
8feec,1,49.0,294
6a26d,1,78.0,279
cf563,1,349.9,387
6c39e,1,214.49,213
ded69,1,139.9,454
06230,2,458.0,283
a98cd,1,129.99,577
1d1e6,1,144.0,92
18a65,1,119.99,410
e7dfb,1,250.0,222
9d5ae,1,34.9,92
3a1ee,1,175.99,155
86d29,1,64.99,88
05fa5,1,49.0,278
7ff2c,1,424.2,206
801fe,1,199.0,113
5581b,1,1330.0,85
4194a,1,50.0,530
279cc,1,999.0,95
41290,1,21.99,166
f7656,1,98.0,104
ba28c,1,88.0,144
b40f5,1,36.9,443
68446,1,49.0,278
4ebf5,1,205.0,426
00a58,2,116.9,494
a55e0,1,97.15,30
61f73,1,229.99,56
e8f6f,1,91.8,187
2b43c,1,79.9,269
b06f0,1,419.0,435
424b0,1,65.9,318
c464b,1,499.9,421
8bf39,1,79.98,267
0e143,2,360.0,175
8cbaf,1,209.9,380
baa3c,1,11.0,84
bfca7,1,16.49,139
277bd,1,26.9,184
c0a38,1,29.9,583
aec8f,1,33.9,35
fd4d6,1,359.9,278
2f65b,1,37.5,270
d3ade,1,45.9,555
3dcaa,1,49.0,317
1d44a,1,49.9,511
797a6,1,301.44,309
9ff95,1,144.99,178
0af6b,1,310.0,278
a9740,1,89.0,68
8093a,1,89.0,215
1d27c,1,129.0,194
cfa7c,1,141.0,278
7512d,1,59.9,174
f10b5,2,129.8,274
aa318,1,139.0,255
232ea,1,19.99,456
3093e,1,49.98,163
f2fb2,1,23.99,339
a4a7a,1,49.1,140
17a83,1,109.9,207
930e9,1,59.9,113
1dd3f,1,49.99,235
75064,1,99.8,393
c42a7,1,361.9,64
1287a,1,23.9,97
adc27,1,29.9,375
681f0,1,10.0,386
8a7d0,1,99.9,233
b9cc2,1,56.99,379
a1212,1,140.0,249
28d82,1,257.19,482
04f45,1,54.9,174
0bf7f,1,115.99,19
91704,1,799.9,159
94020,1,89.9,534
dc58e,1,18.99,526
94650,1,12.25,23
f2ad1,1,19.9,238
e974c,1,89.79,148
7d951,1,519.6,561
1ce3c,1,189.0,28
18e97,1,190.0,265
04fa1,1,247.88,38
f2aca,1,29.99,254
6085d,2,197.39999999999998,149
01b6d,1,179.8,233
7ef3b,1,250.0,226
b572d,2,395.9,41
e2cfb,1,289.0,322
7ad60,1,119.99,131
2be5e,1,146.99,448
1a378,1,273.9,79
be86d,1,145.0,170
5956f,1,32.9,163
d523d,2,449.70000000000005,401
62653,1,62.99,94
84fe6,1,39.99,160
a3286,1,199.9,86
4a3a6,1,87.99,415
ddba4,1,155.0,283
feca8,1,35.99,349
0ed82,1,119.9,28
8ba42,1,89.9,129
21be1,1,99.0,111
6f9f0,1,130.0,182
cc8e9,1,45.95,327
85140,1,29.9,32
d9ad4,1,89.9,435
2f2a8,1,207.91,182
686e3,1,159.0,286
17a5c,1,49.9,13
d6913,1,45.99,153
7d420,1,24.9,223
36055,1,127.9,154
996bc,1,80.0,279
02be9,1,89.0,446
48a30,1,59.9,418
ba85b,1,180.0,169
bfdc3,1,44.9,44
f129d,1,29.5,224
bd369,1,219.99,444
73944,1,128.8,337
5008c,1,139.0,41
a6612,1,99.99,40
da7aa,1,37.98,510
931e2,1,55.0,21
832a3,1,39.8,436
0c7ce,1,350.0,267
442c3,1,59.98,297
7f28e,1,195.9,277
aceb9,1,139.21,29
59daf,1,135.0,472
c2d2a,1,79.0,61
38146,1,31.49,250
f777b,1,67.9,527
dd48f,1,57.0,498
5b626,1,26.3,386
595ac,1,120.0,13
1c443,1,12.0,134
206b9,1,69.9,434
ac557,1,19.99,251
875ab,1,21.99,169
c09b6,1,42.0,167
9cf30,1,40.9,282
e9e9d,1,29.9,347
a3912,1,41.47,108
35739,1,49.3,34
5cf62,1,84.94,290
e1504,1,199.8,55
036ea,1,79.9,393
269e8,1,149.99,588
e6cee,1,10.6,269
4f1b5,1,68.9,28
d14b2,1,99.49,332
57427,1,122.0,71
be9d2,1,955.0,198
71e13,1,45.0,215
94d17,1,12.77,105
593b5,1,455.0,104
31bc0,1,525.0,99
8a339,1,39.9,468
8a414,1,34.99,575
7e989,1,559.0,112
856a0,1,45.9,187
ecc77,1,29.9,442
d45f1,1,169.0,77
58022,1,479.0,79
e977a,1,199.99,329
bf1ed,1,610.0,345
6bc9e,1,349.9,453
04e24,1,239.0,571
35c79,1,58.67,297
91bb6,1,79.9,444
ae698,1,92.9,180
0385f,1,142.0,149
9208f,1,31.9,447
63d62,2,135.85000000000002,423
0f6b5,1,18.9,119
652be,1,299.99,395
39df8,1,42.99,480
21044,1,299.99,380
18833,1,129.95,126
f7bf0,1,264.9,30
655be,1,152.0,86
ff1bf,1,34.9,539
a4de2,1,134.9,111
04600,1,299.99,155
dfec5,1,2899.0,164
e7070,1,18.0,111
40834,1,89.9,288
93eb5,1,29.99,199
ebf46,1,64.99,168
4301b,1,159.9,448
ba029,1,54.99,157
40788,1,349.9,182
40d33,1,195.99,374
e9fe4,1,68.99,519
50cdf,1,85.0,511
4c261,1,385.0,180
ddb8b,1,37.1,127
3ef35,1,29.99,34
116da,1,10.99,260
64e00,1,151.8,91
49571,2,1233.92,259
b07bd,1,22.5,413
63f02,1,79.9,344
9f0c5,1,319.9,231
c18a3,1,138.0,227
656bb,1,16.9,159
e5d24,1,295.0,328
72625,1,56.89,457
e8d24,1,209.0,26
f735d,1,37.0,447
a3c59,1,22.99,581
f6c57,1,18.9,76
1a5c3,1,29.99,124
e1db3,1,179.9,43
42fc0,2,188.99,295
6787b,1,159.0,533
93a85,1,240.0,277
a15b0,1,44.99,25
37062,1,49.99,320
52b0a,1,69.9,401
b7e1c,1,98.0,208
faaa9,1,30.75,69
37129,1,105.0,141
8b7b3,1,27.93,219
b9e0c,1,148.0,226
804e2,1,168.0,183
954f8,1,38.5,10
47af2,1,179.9,16
3de0a,1,17.9,249
07246,1,100.9,12
56595,1,39.99,277
b95aa,1,199.8,466
167e9,1,73.8,27
8c87c,1,64.9,19
f24d4,1,69.0,472
f1241,1,747.0,196
42dfc,1,117.0,341
97d35,1,89.9,33
db862,1,44.9,175
b1ccc,1,52.8,90
e16e3,1,243.89,254
94422,2,269.8,342
46513,1,74.9,205
798d0,1,79.9,189
ecc9d,1,44.9,224
881e4,1,189.9,194
93475,1,61.9,2
e2263,1,69.9,30
e49ab,1,19.9,208
08e4c,1,149.9,71
0c064,2,38.4,61
2dddc,1,159.99,111
3a5c6,1,169.99,144
840e6,1,278.0,124
77140,1,68.0,362
1f137,1,75.0,693
58649,1,65.44,526
872c0,1,280.0,384
6d5e2,1,32.0,521
42760,1,219.9,29
869b9,1,24.99,159
e217c,1,99.9,170
e7077,1,35.9,274
6577d,1,69.9,95
49ee4,1,26.9,407
74f8d,1,74.9,151
54f83,1,143.8,336
4e73e,1,113.0,265
69ee6,1,140.0,270
842c6,1,349.99,425
0e490,1,59.0,265
753a8,1,36.15,84
387af,1,16.49,92
9d7bc,1,159.0,57
8b895,1,179.8,496
c504d,4,697.84,119
494c9,1,129.99,503
6778c,1,129.9,30
3b26f,1,120.0,46
3157f,1,439.0,61
4d90f,1,79.9,245
4d4c6,1,18.9,44
2015c,1,56.9,4
080d9,1,89.9,151
ceaea,1,412.0,244
746f5,1,96.0,59
eabbf,1,35.9,28
29007,1,99.99,504
3507b,1,199.9,37
aa9a0,1,159.9,258
9a2e5,1,57.0,274
dfec3,1,39.0,335
79bfd,1,384.93,373
7be8c,1,59.9,125
b586a,1,94.0,60
98f58,1,439.8,460
09621,1,69.56,280
a4492,1,84.99,345
500f3,1,115.0,385
ee056,1,49.0,113
928ac,1,279.8,498
ecd65,1,19.9,23
17b38,1,206.96,416
9f7c5,1,37.0,459
a1e29,1,465.0,177
57c4b,1,479.40000000000003,34
47905,1,100.0,205
a9dcd,1,328.0,205
02d35,1,209.9,204
6569a,1,99.9,497
74741,1,2110.0,102
938d8,1,1359.9,45
fab36,1,32.0,141
addf4,1,148.0,148
0dca0,1,79.9,311
b383a,1,99.9,144
e6851,1,29.0,277
a0250,1,17.0,487
5ffc6,1,149.0,179
641d9,1,19.9,150
0efa1,1,29.99,116
f0b3d,6,58.400000000000006,601
8b36a,1,269.0,443
2b805,1,132.2,35
84af5,1,25.9,449
71ebc,1,120.0,286
04a42,1,125.9,71
14c78,1,85.0,111
1693c,1,24.9,133
2c341,1,18.9,382
948aa,1,29.5,422
c081b,1,300.0,524
1f2b2,1,599.9399999999999,64
ed47c,1,66.99,57
2ffe0,1,23.89,553
16260,1,199.9,304
2b2cb,1,27.99,25
9a4b9,1,25.0,20
2499d,1,24.0,390
00bf8,1,200.0,162
02bd7,1,425.0,235
d310d,1,29.9,477
8f5ef,1,550.0,148
67b46,1,239.99,540
ce3ce,1,99.9,132
fdc3f,1,30.9,84
87d5d,1,83.99,106
a07b7,1,39.9,372
bf77e,2,189.8,12
f43c8,1,25.4,272
3cd90,1,85.0,318
55aa7,1,149.99,340
d5dbe,1,30.0,393
2573d,1,69.99,271
2766a,1,72.0,37
07b96,1,325.0,212
363fa,1,98.0,65
ef9aa,1,81.9,12
21ddf,1,311.8,73
6aaf7,1,99.8,197
fdaf5,1,89.15,206
56bb5,1,89.9,518
3bd55,1,29.5,224
9009c,1,274.95,70
1f25b,1,69.99,13
6f576,1,58.9,132
6716a,1,24.99,255
00234,1,12.25,121
7ff4f,2,124.0,509
12826,1,239.70000000000002,225
12ee2,1,169.9,163
72adb,1,157.56,271
791de,1,69.9,97
62401,1,29.99,12
ac12c,1,26.9,574
5b973,1,120.0,304
9cbab,1,106.0,164
24562,1,99.99,544
0d491,1,59.98,454
9d2ad,1,25.9,45
253b7,1,159.99,436
c03ba,1,158.0,283
f3afc,1,413.91,29
da61a,1,58.99,274
40e3a,1,299.0,423
8ab6d,1,34.9,203
ab92c,1,64.9,31
4e7f8,1,99.9,45
73752,1,18.99,527
6f21f,1,53.9,162
fa401,1,379.0,243
e3cd8,1,235.0,269
77493,1,399.78,93
13481,1,229.9,486
0ea5e,1,65.0,308
9125f,1,35.9,481
0ed4f,1,56.1,44
bc37c,1,24.99,507
e42d6,1,59.8,552
57081,1,139.9,316
b6d3d,1,24.5,274
81fd1,1,69.9,468
c7e0d,1,49.0,528
b65ce,1,354.9,252
f3e3e,1,49.9,180
f703b,1,19.83,31
301d2,1,1699.99,184
92d01,1,59.9,97
30cdb,1,150.0,141
1292a,1,104.9,290
a9469,1,269.99,350
741ff,1,86.34,56
b21ad,1,289.0,315
1548f,1,259.9,330
19c30,1,80.0,87
60495,1,29.9,555
3f179,1,220.64,64
d24db,1,119.8,309
2123e,1,220.0,428
7bb73,1,339.0,345
d38c5,2,659.8,478
d0128,1,57.99,351
dd3d5,1,55.800000000000004,182
e76d1,1,174.56,178
1d9e2,1,39.0,105
cdc62,1,175.0,77
cc351,1,219.9,276
16c70,1,64.8,27
e4fb1,1,119.99,87
34938,1,89.9,495
75aa8,1,99.99,198
7d044,1,84.0,13
0b593,1,12.25,106
81f90,1,84.0,38
dd569,1,19.9,247
f816d,1,139.9,40
73a88,1,139.9,225
00b22,2,104.9,110
f9769,1,89.0,222
2c8cf,1,29.9,6
0ff5a,1,119.0,190
c6b21,1,109.99,90
ca592,1,93.49,238
794b0,1,139.0,161
cc711,1,99.9,201
4cc2f,1,41.8,123
a7a81,1,699.99,93
15455,1,71.69999999999999,277
e1d10,1,34.9,523
6824e,1,139.99,281
d682d,1,269.0,426
ea43a,1,37.49,62
52979,1,59.0,219
e37b5,1,119.76,442
94fec,1,69.99,252
f9142,1,124.98,5
897fd,1,388.0,365
5a3e2,1,58.99,314
b3c9a,1,105.0,74
aed07,1,69.9,225
d1195,1,599.0,567
bf8db,1,79.98,108
aac3f,1,110.0,101
ebfe1,1,85.9,516
f08b0,1,135.5,439
57cac,1,79.9,521
6da98,1,54.99,225
aa3a2,1,49.9,416
9cbb3,1,69.99,112
a6865,1,149.98,28
61b28,1,74.9,282
0c52d,1,199.9,468
cf52e,1,249.0,18
23495,2,66.97999999999999,237
7585f,1,19.9,196
96cc9,2,93.89,247
03b44,1,125.0,203
e5374,1,24.5,300
6b720,1,53.9,175
9ea25,1,435.0,117
e41e7,1,109.0,290
884db,1,169.99,65
ff1fb,1,499.0,219
9ef34,1,119.9,6
952fa,1,339.98,83
929c6,1,195.0,15
66537,1,108.0,178
93daf,1,21.9,179
46f8b,1,55.0,112
868dc,1,15.75,488
911d7,1,185.0,9
13444,1,149.99,393
a3f76,1,199.0,221
279a0,1,118.9,314
d7cf7,1,109.9,192
789cb,1,59.0,278
9bedd,1,99.0,114
03650,1,104.99,576
538b7,1,48.9,126
6dde8,2,219.8,226
bcb44,1,89.99,286
d73a6,1,80.0,69
57f25,3,516.8,118
b4e2d,1,186.0,182
cd622,1,27.99,270
ffcb1,1,99.9,207
f215f,1,65.9,320
45971,1,40.0,156
70591,1,149.8,171
e9915,1,49.9,318
413be,1,33.6,278
7ab44,1,99.49,135
93050,1,79.9,134
f08e2,1,76.0,141
3e997,1,119.99,464
ee848,1,129.9,38
c90af,1,399.99,541
2b49d,1,184.0,51
c0fc3,1,136.3,185
fa444,1,58.99,308
2925a,1,53.9,162
f85d6,1,169.0,295
033e7,1,99.0,35
b3c9f,1,199.99,33
f9c4f,1,222.8,512
4e72a,1,14.99,175
574e3,1,139.9,323
27811,1,95.6,84
59030,1,319.98,488
52480,1,110.0,91
4936d,1,58.99,182
1303e,1,155.97,46
d6a22,1,6.0,515
ce65d,1,204.70000000000002,274
14c8c,1,69.9,516
3cceb,1,99.8,277
08360,1,28.9,122
df3d1,1,109.9,122
3a76d,1,129.99,323
74830,1,79.0,213
a8504,1,24.99,273
6da7a,1,29.0,114
bfb99,2,289.79,15
a7751,1,139.9,43
83875,1,21.9,437
db308,1,85.99,557
5488d,1,59.9,567
20f8a,1,64.99,29
9ebde,1,49.0,245
266a4,1,39.0,134
c7a26,1,89.99,515
4de09,1,206.67,333
63cbe,1,179.0,135
f5ad5,1,89.9,191
3592f,1,38.9,144
98eb5,1,9.9,258
b80f5,1,39.0,169
dfe64,1,39.0,181
284c5,1,199.0,420
8b255,1,35.99,116
c7379,1,64.9,196
4734e,1,97.0,160
38105,1,269.99,318
e30bf,1,84.99,264
ef115,1,100.0,114
3b68b,1,25.99,488
c0a97,1,89.9,386
ded4e,1,99.0,15
3b2fe,1,45.8,8
e60ea,1,31.9,237
d56a7,1,69.99,127
e3fb0,1,69.9,23
2a3d9,1,59.9,532
0d74e,1,87.9,456
fccca,1,15.0,148
cd760,2,94.9,479
57918,1,47.9,251
6ec57,1,149.9,228
93a92,2,64.9,574
a29d8,1,45.0,144
54815,1,51.2,475
c2bd4,1,24.9,37
bc2db,1,45.0,112
89135,1,49.0,400
340e5,1,230.0,420
9bb3a,1,79.99,473
a1868,1,109.9,100
a7c1f,1,99.98,106
b437c,1,11.87,24
4e6af,1,21.99,354
5bf4d,1,29.99,321
ad8b6,1,49.0,208
27701,1,16.17,275
b414e,1,349.9,575
0f8fd,1,266.7,267
1c12e,1,46.9,45
e3f2d,1,104.87,529
b0e5a,1,257.89,376
a374e,1,79.9,183
a7b21,1,89.0,266
c2107,1,85.99,25
3d1c5,1,51.2,198
200af,1,50.0,299
23d08,1,66.99,63
c84af,1,169.9,175
dacf8,1,144.41,193
83ff6,2,138.8,36
987a4,1,69.9,538
e192e,1,24.5,243
418be,1,39.9,465
efddb,1,49.99,516
e0dd6,1,34.99,316
a02bf,1,17.0,428
26e50,1,99.0,24
5ed1c,1,119.8,350
4e6d0,1,110.0,138
0550e,1,99.9,209
169df,1,13.98,491
621d6,1,29.99,248
1dedb,1,40.0,35
1f9ae,1,798.0,599
38be1,1,144.9,293
39d45,1,23.99,99
31031,1,20.0,7
8d7d6,1,42.1,80
4d2f0,1,223.9,580
3c6e5,1,109.9,451
76704,1,161.9,96
bb035,1,35.49,13
7fb22,1,1561.0,205
75668,1,109.99,81
dc728,1,110.32,142
a0160,1,63.0,6
e7ebc,1,43.99,157
1c07d,1,252.0,155
3cc7e,1,279.8,352
a98a3,1,99.99,261
1b90d,1,104.9,65
fa6e1,1,22.32,72
79102,1,375.0,294
1d841,1,209.99,293
7b089,1,199.9,275
0c9e1,1,30.0,222
063db,1,28.0,171
47254,1,146.99,292
643c8,1,2649.99,251
d1fe5,1,299.9,150
e0df5,1,84.9,539
b8997,1,59.9,453
3c8ce,1,10.5,42
47fb4,1,299.0,383
7ab3b,1,119.9,539
22738,1,99.9,119
f76ac,1,129.99,528
984e9,1,42.0,279
d57c8,1,219.9,388
bbe64,1,79.99,277
1cd1e,1,29.99,449
b8699,1,100.2,431
b6a77,1,24.9,561
d926c,1,14.49,99
66712,1,299.95000000000005,379
31d13,1,153.9,24
0d6f2,1,24.99,177
e9af8,1,39.9,270
173a5,1,149.9,293
85da5,1,105.49000000000001,196
a5da9,1,39.6,130
6cb89,1,192.99,185
3deed,1,99.9,120
edee5,1,79.9,460
0e427,1,229.99,378
b263d,1,67.91,204
db4f7,1,109.99,566
a503b,1,53.9,121
bfbf0,1,55.0,124
edfbe,1,219.0,253
3a330,1,213.0,373
e9e0d,1,149.9,535
3adb9,1,143.88,23
ac1a9,1,39.99,189
b7605,1,34.9,12
25d32,1,348.8,267
61d07,1,179.8,105
4d7d5,1,568.9,218
ba59a,1,89.0,487
ba6ca,1,239.99,487
e9669,1,64.99,106
e1a6f,1,59.5,486
cfaca,1,109.9,293
930db,1,20.89,69
e1252,1,69.9,432
3594a,1,103.9,18
b37e7,1,1780.0,201
1a5c0,1,48.0,40
a6b66,1,759.6,204
41d54,1,187.9,556
ccddc,1,519.8,363
a804f,1,54.9,343
a1e07,1,55.65,257
08219,1,7.78,180
f6665,1,54.99,84
1f59f,1,39.7,547
46797,1,119.0,259
33fda,1,189.99,422
9ca6b,1,33.0,128
0c211,1,599.0,231
23a9c,1,19.99,346
53f13,1,59.99,302
85b94,1,19.9,399
eb8e6,1,104.0,94
fcd55,1,109.9,364
4841e,1,35.99,457
81089,1,89.9,317
f6d4b,1,108.9,315
f224b,1,69.9,416
a99bf,1,150.0,409
bdfd1,1,89.0,379
81f57,1,15.0,129
50905,1,119.9,396
cd006,2,174.4,211
0b4d9,1,134.0,21
3ed41,1,94.95,13
886d5,1,169.98,155
84d95,1,84.99,276
50c6c,1,29.89,169
915a2,1,47.9,364
fd930,1,109.9,237
b0f8c,1,84.9,287
fa4f6,1,194.99,352
54f1b,1,39.0,131
e5f58,1,61.0,467
21914,1,32.5,169
6beaf,1,26.0,30
ceec0,1,17.0,22
5f2cf,1,93.8,90
b4198,1,23.9,569
cfe16,1,1749.99,257
0792f,1,299.8,148
7c8ab,1,29.0,547
25a8e,1,100.0,346
c2ab0,1,49.9,208
4c70e,1,298.0,197
d76a7,1,14.4,197
292b0,1,98.9,441
5527b,1,59.9,156
e2165,1,124.99,228
dc74b,1,105.0,176
9e55a,1,78.71,18
1e9ff,1,45.0,510
b4747,1,9.88,564
42962,1,134.0,141
dcd2c,1,55.3,285
2270a,2,196.9,193
ba5f5,1,199.99,203
91bcb,1,212.0,336
1a1b0,1,599.99,18
f2266,1,30.1,185
9d1b5,1,42.0,264
01299,1,329.9,86
91388,1,69.0,109
abd30,1,699.0,189
f972d,1,90.0,81
11109,1,219.0,169
18a69,1,249.9,14
0e9cc,1,119.0,546
3f8c8,1,119.94,418
1ae0a,1,1200.0,365
11834,2,212.0,91
a1632,1,32.0,133
8fe2a,1,179.9,109
14a6a,1,25.0,542
a9f40,1,32.9,114
a02fb,1,31.0,357
364a3,1,29.0,204
4ef30,1,299.9,321
9c17b,1,159.9,168
5b015,1,32.49,694
a88af,1,149.9,148
e642d,1,899.04,443
23046,1,141.0,231
dd08a,1,79.0,266
5e413,1,494.0,102
60edd,1,40.0,106
2ef33,1,125.0,21
c28e4,1,126.0,24
b8504,1,99.9,181
c66a4,1,1099.0,344
0ff5a,1,29.0,408
497a2,1,148.0,27
e1c9c,1,39.99,42
ecb7e,1,29.99,194
6bf6e,1,51.49,113
31c78,1,84.9,323
46682,1,119.8,83
cf1e7,1,165.99,348
4219c,1,67.9,272
a2073,1,59.99,149
19e79,1,189.99,355
2d5bd,1,595.0,99
a4109,1,39.9,374
be986,1,161.99,57
eef4f,1,19.95,17
31470,1,359.79999999999995,323
33e49,1,29.9,112
e5f69,1,112.0,507
f05a1,1,38.9,191
41fb9,1,724.0,273
8c3c7,1,44.9,275
0e68d,1,69.9,49
fffdf,1,23.9,234
b5dc6,1,49.9,157
ada01,1,650.0,536
5e2bf,1,99.0,508
4b45d,1,24.99,278
68a8c,1,70.9,218
d83d9,1,99.99,221
5184c,1,299.9,139
7710b,1,299.9,284
0a355,1,21.9,214
81f0b,1,199.0,155
f97d1,1,65.0,463
796bb,1,173.35000000000002,85
f2fad,1,78.8,82
f5215,1,69.9,93
46ad6,1,179.0,471
8be94,2,214.49,44
63fe1,1,34.9,325
c759d,1,56.99,245
3ffd9,1,49.99,183
9400e,1,229.99,239
a1ed7,1,40.0,292
b5a63,1,131.99,111
06d8c,1,129.0,79
165e9,1,179.96,491
e823f,1,219.0,204
5b6b5,1,58.99,13
b0650,1,72.0,179
3214f,1,99.0,297
bbf43,1,163.98000000000002,122
5a42b,1,210.0,213
5be0a,1,199.0,107
a9a4f,1,158.6,13
81415,1,200.0,201
cf52e,1,19.99,324
a792f,1,44.4,96
3e8e7,1,29.99,218
1d74c,1,129.9,278
8655a,1,28.99,30
812ad,1,75.0,412
0a01f,1,119.0,32
11bde,1,18.99,504
bb802,1,29.99,168
c4d74,1,146.99,310
d5a9b,1,114.9,9
e88b2,1,69.9,293
24a3d,1,19.9,276
aafd4,1,35.9,286
44280,1,69.9,237
5b586,1,189.88,51
756cb,1,25.0,239
df82e,1,1459.0,328
77ed8,1,69.9,197
6d4e3,1,599.0,282
eab15,1,39.9,538
be2d0,1,29.99,390
50df0,1,168.0,531
74a8c,1,79.9,95
f289d,1,159.9,265
0714a,1,77.0,9
cd92d,1,34.99,383
cf909,1,59.9,176
e2ea9,1,89.9,441
eccde,1,29.9,71
8470b,1,89.8,219
6569d,1,110.0,132
81d8b,1,215.0,25
c6771,1,158.0,149
d808f,1,29.99,170
3b863,1,99.82,47
f5ee5,1,139.0,231
82aae,1,44.99,190
9a17f,1,36.0,314
e94a2,1,24.99,278
ac678,1,429.0,93
5b5d7,1,119.99,278
f2a6e,1,152.0,163
4b6d8,1,369.9,13
d3220,1,5.9,468
5a87b,1,109.9,162
0b583,1,75.1,275
44492,1,69.0,12
93e5e,1,98.7,167
c6b63,1,580.27,238
836c9,1,32.0,429
4a327,1,79.0,260
6a166,1,159.9,387
84c8a,1,349.9,588
746b1,1,79.9,108
1cecb,2,229.8,319
39c68,1,189.8,424
3f388,1,49.9,396
46c0f,1,113.0,495
a0702,1,39.9,207
6409e,1,29.99,4
8cf4b,1,27.9,30
40503,1,89.0,289
1ced7,1,147.9,441
3eed6,1,130.0,296
b9ace,1,49.9,441
89abd,1,126.99,524
dff97,1,136.26,302
3fac6,1,144.9,55
1680f,1,98.0,16
da056,1,169.9,126
eec03,1,119.9,188
46e7c,2,47.599999999999994,180
f49a1,1,119.6,148
d2294,1,24.9,319
92a11,1,27.9,77
1cdfd,1,99.99,404
c7edb,1,21.99,309
8ef9e,1,135.49,209
a7ff7,1,89.18,129
8dfbf,1,169.99,479
f3b30,1,49.99,397
62d24,1,13.65,253
eb8d0,1,49.99,253
3aef1,1,69.9,174
839c7,1,86.3,239
c64ea,1,289.0,279
0d969,1,22.32,14
56c13,1,59.9,570
84536,1,69.8,323
ccefe,1,59.9,154
333ea,1,79.9,321
0e935,1,19.9,471
84588,1,200.0,384
8c0e4,1,69.9,260
a638a,1,76.5,43
0e435,1,60.0,108
9ef21,1,69.0,216
21705,1,99.9,118
53dba,1,51.0,2
aa834,1,163.0,444
7d929,1,1199.0,149
12b7a,1,178.6,208
6f098,1,69.99,278
1bbc8,1,34.84,48
18185,1,205.0,407
d14be,1,27.49,43
f9995,1,129.9,100
80bc2,1,330.0,42
2c621,1,99.9,331
af424,1,106.0,323
35731,1,98.9,331
963cd,1,89.9,203
8cf50,1,59.8,66
a5bac,1,80.38,66
b64b3,1,81.5,236
6aec1,1,84.89,163
cf378,1,59.0,428
20f17,1,15.9,173
30fb9,1,2690.0,437
04a12,2,359.97,366
af638,1,149.0,209
d0cf1,1,17.8,349
24d1d,1,45.9,302
00710,1,98.0,106
5c8b2,1,179.9,254
ffb62,1,119.99,243
6da7c,1,99.9,243
95a7f,2,202.9,175
0c413,1,47.9,129
cbdd8,1,49.99,302
bf0de,1,89.9,453
68fb0,1,107.94,515
38a6e,1,199.0,33
de105,1,159.99,322
736b2,1,59.89,45
d2f81,1,79.0,237
744c9,1,120.0,196
71334,1,120.0,308
ce802,1,119.8,371
2652b,1,220.64,74
a9756,1,31.9,337
ad2f5,1,38.99,235
5ef6f,1,45.0,154
3eaff,1,85.9,38
eed82,1,249.9,142
99e6b,1,125.0,461
f635f,1,51.92,379
db313,1,7.99,52
09772,1,24.9,22
c7959,1,242.0,567
ad695,1,998.0,379
7a3e8,1,55.0,103
01b7c,1,69.0,493
67cce,1,99.9,580
5b603,1,1099.0,155
a1a16,1,730.0,348
69b14,1,49.9,277
2976c,1,124.9,181
92b12,1,127.0,266
05aeb,1,49.9,8
3071f,1,135.0,46
5b81b,1,84.99,279
8cffb,1,809.9,510
ab862,1,177.0,580
410fd,1,249.9,422
a8c4b,1,33.6,256
2a280,1,199.99,76
df747,1,121.9,294
4290f,1,89.9,204
9c413,1,52.0,444
4bdc0,1,149.0,204
35fa1,1,119.99,111
b3e50,1,116.89,524
809a6,1,19.0,331
8e4dc,1,99.0,44
149eb,1,234.9,229
535d8,1,59.9,541
53669,1,77.42,154
aee62,1,89.9,350
53762,1,129.97,63
4d8b6,1,239.9,421
32dc1,1,20.0,468
c4d71,1,899.0,139
55f36,1,24.99,224
e161c,1,139.0,147
3d5d4,1,559.0,263
fbc9c,1,89.9,235
f5506,1,198.7,99
ca06f,1,1798.0,23
4d7c8,1,149.8,311
365cf,1,99.0,52
9772a,1,49.9,53
1334a,1,19.95,79
b04a9,1,125.0,205
19911,1,29.9,182
e5ae8,1,149.0,260
1f614,1,90.99,418
0373b,1,112.4,530
9ffe4,1,24.89,14
51bcd,1,18.9,191
749f4,1,108.9,139
4dff0,1,98.9,443
871bb,1,104.9,147
3f4b6,1,29.99,234
bcf73,1,79.9,206
e2551,1,379.9,279
e11a9,1,129.8,319
ada06,1,74.9,7
f9629,1,49.99,183
